locus	sex	_sex	log2fluor	Foldx	scaffold	start location
FBtr0174025	male	female	0.7839	1.721779028	6540	9483434
FBtr0174027	male	female	1.1347	2.195728991	6540	9420761
FBtr0174028	male	female	-2.0294	0.244956928	6540	9418210
FBtr0174030	male	female	-1.4442	0.367495885	6540	9401212
FBtr0174031	male	female	-3.167	0.111336613	6540	9397409
FBtr0174033	male	female	0.8069	1.749448263	6540	9276958
FBtr0174035	male	female	1.9606	3.892238189	6540	9245043
FBtr0174037	male	female	-1.103	0.46554741	6540	9172115
FBtr0174038	male	female	-1.1007	0.466290195	6540	9161354
FBtr0174039	male	female	-1.356	0.39066394	6540	9154498
FBtr0174041	male	female	-1.6536	0.317846036	6540	9149665
FBtr0174042	male	female	-1.2167	0.430265777	6540	9148387
FBtr0174045	male	female	-0.6444	0.639758804	6540	9114270
FBtr0174046	male	female	4.8868	29.58512325	6540	9066776
FBtr0174047	male	female	-1.1334	0.45584018	6540	9063498
FBtr0174049	male	female	-0.6757	0.626028395	6540	9026419
FBtr0174052	male	female	-0.6363	0.643360827	6540	8947497
FBtr0174054	male	female	0.7085	1.634104221	6540	8827440
FBtr0174055	male	female	-0.9351	0.523006217	6540	8787517
FBtr0174056	male	female	1.6755	3.194300414	6540	8785195
FBtr0174057	male	female	-1.2262	0.427441829	6540	8782922
FBtr0174058	male	female	4.3531	20.43683667	6540	8772013
FBtr0174060	male	female	-0.6632	0.631476084	6540	8709371
FBtr0174063	male	female	-0.7488	0.595098341	6540	8702089
FBtr0174065	male	female	0.633	1.550786413	6540	8696619
FBtr0174066	male	female	-0.6525	0.636176947	6540	8691276
FBtr0174069	male	female	-0.6092	0.655560121	6540	8549861
FBtr0174072	male	female	-0.7268	0.604242682	6540	8365223
FBtr0174074	male	female	-0.7342	0.601151281	6540	8345304
FBtr0174077	male	female	-2.0158	0.247277007	6540	8314398
FBtr0174079	male	female	-1.6773	0.312667246	6540	8303682
FBtr0174080	male	female	-0.8769	0.544536251	6540	8289107
FBtr0174081	male	female	4.1869	18.21304199	6540	8286349
FBtr0174082	male	female	-1.0589	0.4799979	6540	8271550
FBtr0174083	male	female	-1.2382	0.423901213	6540	8264505
FBtr0174085	male	female	0.9679	1.955991363	6540	8256945
FBtr0174087	male	female	3.1001	8.574782038	6540	8251683
FBtr0174088	male	female	0.8005	1.741704651	6540	8249932
FBtr0174089	male	female	2.0383	4.107612248	6540	8247995
FBtr0174090	male	female	-0.6549	0.635119513	6540	8243484
FBtr0174092	male	female	-0.9279	0.525622887	6540	8225729
FBtr0174093	male	female	-0.7649	0.588494159	6540	8218394
FBtr0174094	male	female	-1.5482	0.34193642	6540	8189779
FBtr0174096	male	female	1.4798	2.789100654	6540	8176665
FBtr0174097	male	female	-2.9498	0.129426056	6540	8084178
FBtr0174098	male	female	2.5679	5.929457026	6540	8051855
FBtr0174099	male	female	3.3465	10.17177817	6540	8047789
FBtr0174103	male	female	-1.3775	0.384885173	6540	7933398
FBtr0174104	male	female	0.8427	1.793403353	6540	7931647
FBtr0174109	male	female	4.2057	18.45193231	6540	7883769
FBtr0174110	male	female	4.3682	20.6518626	6540	7880145
FBtr0174111	male	female	5.8323	56.97669367	6540	7876301
FBtr0174113	male	female	-0.6461	0.639005388	6540	7766250
FBtr0174118	male	female	-0.6792	0.624511481	6540	7743537
FBtr0174119	male	female	-1.0735	0.475164842	6540	7724590
FBtr0174120	male	female	2.6491	6.272758412	6540	7722831
FBtr0174122	male	female	-2.4293	0.185655505	6540	7704192
FBtr0174124	male	female	2.6478	6.26710863	6540	7699730
FBtr0174125	male	female	-1.5985	0.330220136	6540	7672839
FBtr0174126	male	female	-1.2261	0.427471458	6540	7669952
FBtr0174127	male	female	2.2363	4.711870863	6540	7668703
FBtr0174129	male	female	-2.009	0.248445273	6540	7664903
FBtr0174132	male	female	-0.7085	0.611956072	6540	7656444
FBtr0174133	male	female	0.9184	1.890018034	6540	7649474
FBtr0174135	male	female	-1.2664	0.415695778	6540	7587029
FBtr0174136	male	female	-0.8547	0.552980304	6540	7564888
FBtr0174137	male	female	-1.0274	0.490593492	6540	7563418
FBtr0174141	male	female	-0.6493	0.637589599	6540	7548319
FBtr0174142	male	female	-1.1802	0.441290318	6540	7527417
FBtr0174144	male	female	-2.0901	0.234864407	6540	7498186
FBtr0174145	male	female	0.6879	1.610936917	6540	7473710
FBtr0174146	male	female	1.8143	3.516889484	6540	7465617
FBtr0174147	male	female	-2.4397	0.184321977	6540	7460914
FBtr0174148	male	female	-0.8628	0.5498843	6540	7459396
FBtr0174151	male	female	-1.2	0.435275282	6540	7434851
FBtr0174153	male	female	-1.247	0.421323415	6540	7422367
FBtr0174154	male	female	-1.4298	0.371182346	6540	7420419
FBtr0174155	male	female	-0.7061	0.61297494	6540	7400233
FBtr0174156	male	female	0.5914	1.506708157	6540	7383114
FBtr0174157	male	female	-0.7361	0.600360099	6540	7379570
FBtr0174158	male	female	-0.9221	0.527740277	6540	7375542
FBtr0174161	male	female	-0.8951	0.537709923	6540	7331315
FBtr0174162	male	female	-0.6034	0.658200944	6540	7310481
FBtr0174163	male	female	-1.5472	0.342173515	6540	7273425
FBtr0174172	male	female	-1.5709	0.336598348	6540	7214799
FBtr0174176	male	female	3.4185	10.69229765	6540	7174162
FBtr0174177	male	female	0.7528	1.685060044	6540	7151017
FBtr0174180	male	female	-0.7681	0.587190283	6540	7094953
FBtr0174181	male	female	-0.7173	0.608234687	6540	7090175
FBtr0174182	male	female	-0.7099	0.611362514	6540	7051391
FBtr0174185	male	female	1.401	2.640845682	6540	6989497
FBtr0174187	male	female	5.5138	45.68979296	6540	6911719
FBtr0174194	male	female	1.8587	3.626807064	6540	6866521
FBtr0174195	male	female	3.4098	10.62801306	6540	6851701
FBtr0174197	male	female	1.4316	2.697457071	6540	6611703
FBtr0174200	male	female	-1.2912	0.408611015	6540	6607135
FBtr0174201	male	female	1.9245	3.796052644	6540	6604298
FBtr0174202	male	female	3.496	11.28238368	6540	6592432
FBtr0174203	male	female	0.8123	1.756008709	6540	6584096
FBtr0174204	male	female	3.0978	8.561122682	6540	6583381
FBtr0174205	male	female	0.8329	1.781262329	6540	6569579
FBtr0174206	male	female	-0.6951	0.617666504	6540	6548157
FBtr0174207	male	female	0.7412	1.67156563	6540	6537238
FBtr0174210	male	female	2.9825	7.903545577	6540	6383469
FBtr0174211	male	female	2.6283	6.182969976	6540	6367228
FBtr0174219	male	female	-1.6032	0.329146098	6540	6228862
FBtr0174221	male	female	-1.6507	0.318485589	6540	6224979
FBtr0174222	male	female	0.5915	1.506812598	6540	6193507
FBtr0174223	male	female	6.2316	75.14472873	6540	6183728
FBtr0174224	male	female	5.2476	37.99137441	6540	6181838
FBtr0174232	male	female	-0.8397	0.558759748	6540	6117010
FBtr0174233	male	female	-1.6225	0.324772189	6540	6103413
FBtr0174234	male	female	-0.9409	0.52090782	6540	6073153
FBtr0174245	male	female	-1.334	0.396666922	6540	6021064
FBtr0174246	male	female	-1.2932	0.408044952	6540	6016648
FBtr0174248	male	female	-1.2987	0.40649232	6540	5982244
FBtr0174256	male	female	-1.0379	0.487035892	6540	5849744
FBtr0174257	male	female	-0.6737	0.626896856	6540	5814903
FBtr0174259	male	female	1.1174	2.169556263	6540	5785745
FBtr0174265	male	female	3.1139	8.657197064	6540	5769466
FBtr0174268	male	female	0.6839	1.606476637	6540	5759328
FBtr0174269	male	female	-1.1676	0.445161274	6540	5756763
FBtr0174270	male	female	-2.0839	0.235875912	6540	5752835
FBtr0174271	male	female	-1.1988	0.435637484	6540	5714527
FBtr0174272	male	female	-1.5055	0.352208102	6540	5711514
FBtr0174273	male	female	-1.3779	0.384778475	6540	5707549
FBtr0174275	male	female	-1.4027	0.37822064	6540	5700418
FBtr0174276	male	female	-1.1221	0.459424596	6540	5693751
FBtr0174279	male	female	-0.6424	0.640646313	6540	5643901
FBtr0174280	male	female	-1.1526	0.449813854	6540	5639878
FBtr0174281	male	female	0.9698	1.958569061	6540	5637218
FBtr0174282	male	female	-4.2059	0.054187354	6540	5614966
FBtr0174284	male	female	0.837	1.786331705	6540	5373882
FBtr0174289	male	female	-1.1545	0.449221848	6540	5229100
FBtr0174292	male	female	2.7621	6.78382992	6540	5195052
FBtr0174293	male	female	0.9074	1.875662165	6540	5186358
FBtr0174296	male	female	0.6149	1.531451841	6540	5110621
FBtr0174298	male	female	2.9164	7.54959891	6540	5102719
FBtr0174299	male	female	0.8644	1.820582351	6540	5081961
FBtr0174307	male	female	-0.6029	0.658429098	6540	4992380
FBtr0174308	male	female	-1.2814	0.411396094	6540	4986385
FBtr0174309	male	female	-3.8101	0.07129279	6540	4975532
FBtr0174315	male	female	-0.7633	0.589147181	6540	4765790
FBtr0174317	male	female	-0.6239	0.648914361	6540	4751845
FBtr0174318	male	female	1.9117	3.762521954	6540	4747964
FBtr0174319	male	female	-1.0539	0.481664332	6540	4740742
FBtr0174322	male	female	-0.7284	0.603572927	6540	4690147
FBtr0174323	male	female	0.6369	1.554984285	6540	4640822
FBtr0174324	male	female	5.1614	35.78790037	6540	4638925
FBtr0174329	male	female	0.8518	1.804751246	6540	4588063
FBtr0174331	male	female	0.7292	1.657719602	6540	4546728
FBtr0174332	male	female	0.74	1.670175839	6540	4517928
FBtr0174333	male	female	0.9965	1.995153851	6540	4455660
FBtr0174335	male	female	-0.6077	0.656242075	6540	4396489
FBtr0174336	male	female	-0.6377	0.642736808	6540	4389856
FBtr0174339	male	female	3.1519	8.888253721	6540	4363645
FBtr0174344	male	female	-1.4212	0.373401596	6540	4266796
FBtr0174351	male	female	-0.8542	0.553171985	6540	4153135
FBtr0174352	male	female	-2.538	0.172181256	6540	4143993
FBtr0174353	male	female	-1.3986	0.379297035	6540	4124914
FBtr0174355	male	female	3.2076	9.238124569	6540	4065192
FBtr0174358	male	female	0.8944	1.858836656	6540	4048427
FBtr0174361	male	female	2.9918	7.954658523	6540	4015480
FBtr0174362	male	female	-1.0611	0.479266498	6540	3992619
FBtr0174364	male	female	-0.64	0.641712949	6540	3965467
FBtr0174366	male	female	-0.9767	0.508140725	6540	3958281
FBtr0174367	male	female	2.5943	6.03895951	6540	3942984
FBtr0174369	male	female	2.0719	4.204400199	6540	3919246
FBtr0174373	male	female	4.3545	20.45667833	6540	3824651
FBtr0174374	male	female	0.6186	1.535384512	6540	3813288
FBtr0174376	male	female	-1.4032	0.378089581	6540	3771584
FBtr0174377	male	female	-1.4912	0.355716549	6540	3770225
FBtr0174378	male	female	-0.8986	0.536407011	6540	3748235
FBtr0174379	male	female	-1.5766	0.335271092	6540	3741269
FBtr0174382	male	female	-1.6524	0.318110523	6540	3734162
FBtr0174383	male	female	-0.8728	0.546085971	6540	3731959
FBtr0174386	male	female	-1.2966	0.407084445	6540	3691387
FBtr0174387	male	female	1.4529	2.737577865	6540	3681609
FBtr0174393	male	female	-0.9485	0.518170935	6540	3569462
FBtr0174394	male	female	-1.0043	0.498511952	6540	3553762
FBtr0174396	male	female	-1.2025	0.43452166	6540	3536490
FBtr0174397	male	female	-1.0958	0.467876606	6540	3529808
FBtr0174398	male	female	-1.5228	0.348009839	6540	3528900
FBtr0174400	male	female	-1.1112	0.462908834	6540	3511578
FBtr0174402	male	female	-1.9162	0.264951463	6540	3509979
FBtr0174403	male	female	-0.726	0.604577838	6540	3436080
FBtr0174404	male	female	1.196	2.291035796	6540	3322276
FBtr0174407	male	female	2.2006	4.596704738	6540	3255103
FBtr0174409	male	female	0.7346	1.663936064	6540	3210888
FBtr0174410	male	female	0.881	1.841651394	6540	3206238
FBtr0174412	male	female	1.1464	2.213608364	6540	3204354
FBtr0174413	male	female	1.2161	2.323178489	6540	3203734
FBtr0174417	male	female	-0.8061	0.571925842	6540	3112260
FBtr0174419	male	female	1.1545	2.226071605	6540	3104587
FBtr0174420	male	female	1.9914	3.976226665	6540	3103153
FBtr0174421	male	female	2.5463	5.841342589	6540	3052123
FBtr0174424	male	female	4.69	25.8125363	6540	2988267
FBtr0174426	male	female	-1.3729	0.386114329	6540	2981864
FBtr0174427	male	female	-0.7988	0.574827106	6540	2978536
FBtr0174428	male	female	1.6876	3.221203933	6540	2948457
FBtr0174430	male	female	0.5891	1.504308018	6540	2906037
FBtr0174431	male	female	0.8578	1.812272625	6540	2705449
FBtr0174432	male	female	0.6592	1.579206683	6540	2704110
FBtr0174434	male	female	1.2491	2.376930961	6540	2690638
FBtr0174435	male	female	-1.073	0.475329551	6540	2687340
FBtr0174436	male	female	3.8795	14.71790069	6540	2683458
FBtr0174437	male	female	0.9199	1.891984147	6540	2620651
FBtr0174439	male	female	2.692	6.462086221	6540	2523606
FBtr0174440	male	female	1.9849	3.958352244	6540	2516498
FBtr0174441	male	female	1.1413	2.205796961	6540	2515743
FBtr0174444	male	female	-1.0767	0.474112061	6540	2503845
FBtr0174445	male	female	-1.0321	0.488997841	6540	2497914
FBtr0174446	male	female	-1.279	0.412081042	6540	2488331
FBtr0174447	male	female	-1.4753	0.359658598	6540	2485221
FBtr0174449	male	female	1.8381	3.575388468	6540	2442297
FBtr0174450	male	female	-1.4435	0.367674238	6540	2438824
FBtr0174451	male	female	1.0715	2.101617327	6540	2434719
FBtr0174453	male	female	-0.8826	0.542389066	6540	2419671
FBtr0174457	male	female	1.0511	2.07210915	6540	2316520
FBtr0174462	male	female	-2.6426	0.160139377	6540	2266424
FBtr0174463	male	female	0.639	1.557249382	6540	2262977
FBtr0174468	male	female	-0.9866	0.504665721	6540	2198775
FBtr0174469	male	female	-1.81	0.285190929	6540	2194455
FBtr0174470	male	female	-4.3993	0.04738913	6540	2155210
FBtr0174471	male	female	-0.6256	0.648150163	6540	2152118
FBtr0174472	male	female	-0.8955	0.537560859	6540	2119593
FBtr0174474	male	female	0.9543	1.937639257	6540	2107149
FBtr0174477	male	female	1.1476	2.215450357	6540	2036867
FBtr0174480	male	female	-0.743	0.597495602	6540	1837919
FBtr0174486	male	female	-2.2744	0.206698525	6540	1790657
FBtr0174488	male	female	-0.8859	0.541149831	6540	1788408
FBtr0174489	male	female	-0.636	0.643494624	6540	1775586
FBtr0174491	male	female	-0.7061	0.61297494	6540	1738890
FBtr0174492	male	female	-1.0506	0.482767345	6540	1684986
FBtr0174493	male	female	-0.8036	0.572917774	6540	1683896
FBtr0174495	male	female	-1.1857	0.439611186	6540	1672724
FBtr0174499	male	female	-1.0946	0.468265937	6540	1566900
FBtr0174500	male	female	-0.7346	0.60098463	6540	1554129
FBtr0174501	male	female	-1.6753	0.313100995	6540	1531343
FBtr0174503	male	female	-1.0848	0.471457621	6540	1463478
FBtr0174512	male	female	0.7243	1.652098838	6540	918090
FBtr0174516	male	female	-1.4162	0.374697953	6540	792312
FBtr0174517	male	female	0.6511	1.570365083	6540	637680
FBtr0174519	male	female	-0.8066	0.571727662	6540	594356
FBtr0174537	male	female	-0.6614	0.632264446	6540	992400
FBtr0174538	male	female	-0.7277	0.603865853	6540	1000599
FBtr0174544	male	female	-1.3955	0.380112928	6540	1225257
FBtr0174545	male	female	-1.3012	0.405788532	6540	1232370
FBtr0174546	male	female	-0.9284	0.525440751	6540	1237170
FBtr0174548	male	female	2.0404	4.113595679	6540	1359166
FBtr0174550	male	female	0.8362	1.785341427	6540	1396980
FBtr0174551	male	female	-1.5369	0.344625175	6540	1455262
FBtr0174554	male	female	-0.8592	0.551258156	6540	1514060
FBtr0174555	male	female	-1.7792	0.291344908	6540	1546736
FBtr0174561	male	female	-0.9143	0.530601258	6540	1720164
FBtr0174564	male	female	2.2205	4.660549289	6540	1787558
FBtr0174570	male	female	-0.7437	0.597205766	6540	1877525
FBtr0174571	male	female	1.0156	2.021743538	6540	2098372
FBtr0174572	male	female	-1.6132	0.32687252	6540	2113278
FBtr0174577	male	female	-1.663	0.315781815	6540	2160073
FBtr0174578	male	female	-1.9332	0.261847729	6540	2161645
FBtr0174579	male	female	0.758	1.691144575	6540	2178856
FBtr0174582	male	female	-0.6236	0.649049313	6540	2204393
FBtr0174583	male	female	2.1907	4.565269409	6540	2243435
FBtr0174584	male	female	0.8772	1.836806942	6540	2258835
FBtr0174585	male	female	-2.1125	0.231245949	6540	2269326
FBtr0174587	male	female	2.38	5.205367422	6540	2283610
FBtr0174593	male	female	2.932	7.631676404	6540	2338197
FBtr0174594	male	female	3.4413	10.86261842	6540	2367996
FBtr0174595	male	female	-1.585	0.333324669	6540	2418594
FBtr0174596	male	female	1.1572	2.230241593	6540	2433756
FBtr0174597	male	female	-1.3101	0.403292925	6540	2436270
FBtr0174598	male	female	-0.9436	0.519933854	6540	2439922
FBtr0174599	male	female	-1.9947	0.250920109	6540	2477590
FBtr0174601	male	female	0.737	1.666706414	6540	2487543
FBtr0174609	male	female	3.1129	8.651198432	6540	2924258
FBtr0174611	male	female	-0.7968	0.575624539	6540	2979921
FBtr0174613	male	female	-1.4583	0.363921704	6540	2982648
FBtr0174614	male	female	-0.8994	0.536109647	6540	2984361
FBtr0174615	male	female	4.2375	18.86316687	6540	2989493
FBtr0174616	male	female	-2.0631	0.239301277	6540	2993824
FBtr0174619	male	female	2.7355	6.659897622	6540	3011682
FBtr0174621	male	female	4.9076	30.01475528	6540	3041362
FBtr0174623	male	female	4.3151	19.90556615	6540	3098530
FBtr0174626	male	female	-2.0015	0.249740205	6540	3119268
FBtr0174627	male	female	4.1162	17.34201942	6540	3135785
FBtr0174629	male	female	1.0488	2.068808345	6540	3181753
FBtr0174630	male	female	-0.977	0.508035071	6540	3199130
FBtr0174635	male	female	-0.756	0.592135806	6540	3219136
FBtr0174637	male	female	0.6096	1.525836099	6540	3221350
FBtr0174638	male	female	-1.6731	0.313578815	6540	3223084
FBtr0174641	male	female	-0.6294	0.646445208	6540	3499914
FBtr0174642	male	female	4.0557	16.62981253	6540	3508630
FBtr0174643	male	female	-0.888	0.540362701	6540	3512390
FBtr0174646	male	female	-0.8725	0.546199538	6540	3527065
FBtr0174647	male	female	-0.9429	0.520186189	6540	3531314
FBtr0174648	male	female	-0.9231	0.527374602	6540	3537973
FBtr0174649	male	female	0.6083	1.5244618	6540	3558239
FBtr0174650	male	female	2.769	6.816352761	6540	3561957
FBtr0174651	male	female	1.0567	2.080167929	6540	3568118
FBtr0174662	male	female	-0.6943	0.618009106	6540	3733250
FBtr0174663	male	female	-0.6375	0.642825917	6540	3744432
FBtr0174664	male	female	-1.2758	0.412996082	6540	3751299
FBtr0174668	male	female	-1.1185	0.460572443	6540	3772176
FBtr0174670	male	female	2.2036	4.606273262	6540	3791522
FBtr0174671	male	female	3.6396	12.46317727	6540	3804065
FBtr0174672	male	female	3.3251	10.02201016	6540	3805167
FBtr0174673	male	female	0.5968	1.512358325	6540	3806834
FBtr0174674	male	female	0.674	1.59549048	6540	3810968
FBtr0174679	male	female	-1.0767	0.474112061	6540	3975506
FBtr0174680	male	female	-4.5549	0.042544015	6540	4012318
FBtr0174684	male	female	-0.8714	0.546616154	6540	4076673
FBtr0174685	male	female	-0.89	0.539614118	6540	4082187
FBtr0174686	male	female	-0.9322	0.524058583	6540	4085769
FBtr0174689	male	female	-0.6186	0.651302649	6540	4098233
FBtr0174690	male	female	-1.8537	0.276681867	6540	4099829
FBtr0174691	male	female	0.6824	1.604807218	6540	4106109
FBtr0174692	male	female	-0.9593	0.514306396	6540	4116924
FBtr0174693	male	female	-1.3742	0.385766561	6540	4139918
FBtr0174699	male	female	3.3441	10.15487095	6540	4239894
FBtr0174703	male	female	-1.1175	0.460891798	6540	4271654
FBtr0174704	male	female	-0.9831	0.505891534	6540	4276171
FBtr0174706	male	female	-1.2946	0.407649175	6540	4283066
FBtr0174708	male	female	-0.8758	0.544951597	6540	4302314
FBtr0174714	male	female	1.0114	2.01586636	6540	4345971
FBtr0174716	male	female	-2.7759	0.146006044	6540	4357607
FBtr0174717	male	female	-1.01	0.496546248	6540	4358904
FBtr0174718	male	female	-0.889	0.53998828	6540	4398079
FBtr0174719	male	female	-0.8402	0.55856613	6540	4401117
FBtr0174724	male	female	0.8873	1.849711153	6540	4524770
FBtr0174725	male	female	2.4217	5.358020125	6540	4533745
FBtr0174726	male	female	-0.8267	0.563817436	6540	4552558
FBtr0174728	male	female	0.9829	1.976434302	6540	4581831
FBtr0174729	male	female	0.9105	1.879696839	6540	4584682
FBtr0174733	male	female	-0.7815	0.581761609	6540	4635554
FBtr0174736	male	female	0.7304	1.659099028	6540	4666327
FBtr0174740	male	female	-1.3548	0.39098902	6540	4772225
FBtr0174744	male	female	0.6723	1.59361154	6540	4788885
FBtr0174746	male	female	-1.2406	0.423196617	6540	4845097
FBtr0174749	male	female	-2.4904	0.177956927	6540	4884371
FBtr0174750	male	female	0.8811	1.841779052	6540	4903686
FBtr0174753	male	female	-1.349	0.392564059	6540	4921872
FBtr0174755	male	female	-0.743	0.597495602	6540	4957327
FBtr0174756	male	female	-0.7192	0.607434182	6540	4993934
FBtr0174757	male	female	-1.6025	0.329305839	6540	5014938
FBtr0174758	male	female	1.9428	3.844510714	6540	5105839
FBtr0174759	male	female	0.8047	1.746782521	6540	5130425
FBtr0174761	male	female	1.3849	2.61153855	6540	5154586
FBtr0174762	male	female	-0.862	0.550189305	6540	5170954
FBtr0174763	male	female	-1.9803	0.253437164	6540	5184488
FBtr0174766	male	female	-2.1988	0.217818742	6540	5198445
FBtr0174768	male	female	0.6791	1.6011406	6540	5207108
FBtr0174771	male	female	-1.747	0.297920644	6540	5228221
FBtr0174775	male	female	-0.6469	0.638651146	6540	5543878
FBtr0174779	male	female	-1.3287	0.398126829	6540	5612154
FBtr0174781	male	female	-0.7736	0.584955994	6540	5620071
FBtr0174782	male	female	-1.1354	0.455208689	6540	5625438
FBtr0174784	male	female	-1.4216	0.373298082	6540	5641568
FBtr0174788	male	female	0.6461	1.564932033	6540	5671948
FBtr0174791	male	female	-0.8809	0.543028567	6540	5688048
FBtr0174795	male	female	-0.9033	0.534662352	6540	5717038
FBtr0174796	male	female	-0.9824	0.506137053	6540	5741881
FBtr0174800	male	female	1.708	3.267075964	6540	5778747
FBtr0174801	male	female	5.2939	39.23039618	6540	5799507
FBtr0174804	male	female	-0.8506	0.554554056	6540	5908316
FBtr0174807	male	female	0.6491	1.568189603	6540	5926556
FBtr0174811	male	female	-1.7994	0.287294046	6540	6014896
FBtr0174812	male	female	-1.5326	0.345653874	6540	6018756
FBtr0174813	male	female	-1.3021	0.405535467	6540	6023072
FBtr0174814	male	female	-0.6211	0.650175005	6540	6027539
FBtr0174815	male	female	-1.0301	0.489676206	6540	6040083
FBtr0174819	male	female	1.459	2.749177391	6540	6056648
FBtr0174821	male	female	-1.6411	0.320611927	6540	6057354
FBtr0174823	male	female	-2.3383	0.197743201	6540	6100434
FBtr0174825	male	female	-1.0403	0.486226355	6540	6140290
FBtr0174826	male	female	3.5456	11.67701808	6540	6156399
FBtr0174827	male	female	3.7279	13.24981214	6540	6166915
FBtr0174828	male	female	3.6757	12.77897307	6540	6171131
FBtr0174830	male	female	1.031	2.043440165	6540	6222614
FBtr0174832	male	female	-0.765	0.588453369	6540	6227886
FBtr0174833	male	female	-1.3465	0.393244911	6540	6230436
FBtr0174834	male	female	1.0348	2.048829598	6540	6251465
FBtr0174836	male	female	1.8194	3.529343867	6540	6279299
FBtr0174837	male	female	2.626	6.1731207	6540	6312815
FBtr0174838	male	female	4.4481	21.8278783	6540	6360602
FBtr0174839	male	female	-2.3142	0.201074216	6540	6361921
FBtr0174840	male	female	2.7467	6.711801272	6540	6377545
FBtr0174841	male	female	4.0086	16.09566189	6540	6416409
FBtr0174845	male	female	4.6278	24.72330997	6540	6458603
FBtr0174847	male	female	4.6047	24.33060012	6540	6555461
FBtr0174849	male	female	1.2179	2.326078846	6540	6615172
FBtr0174851	male	female	3.1172	8.677022078	6540	6826429
FBtr0174855	male	female	-1.9315	0.26215646	6540	6897920
FBtr0174857	male	female	2.923	7.584215721	6540	6925416
FBtr0174859	male	female	4.7384	26.6931933	6540	7014889
FBtr0174860	male	female	-0.8543	0.553133644	6540	7025921
FBtr0174863	male	female	0.6966	1.620680829	6540	7066412
FBtr0174865	male	female	0.92	1.892115293	6540	7067169
FBtr0174866	male	female	-0.8404	0.558488702	6540	7092776
FBtr0174868	male	female	-1.0774	0.473882076	6540	7105665
FBtr0174869	male	female	-1.5216	0.348299426	6540	7148366
FBtr0174871	male	female	-1.4573	0.364174043	6540	7161124
FBtr0174873	male	female	2.6767	6.393916927	6540	7193661
FBtr0174874	male	female	-1.6919	0.309519026	6540	7196069
FBtr0174876	male	female	-0.6965	0.617067407	6540	7211847
FBtr0174877	male	female	-1.1564	0.448630621	6540	7233847
FBtr0174878	male	female	-1.3726	0.386194628	6540	7237018
FBtr0174879	male	female	-1.3788	0.384538512	6540	7249967
FBtr0174887	male	female	-1.5787	0.334783423	6540	7291209
FBtr0174888	male	female	2.1001	4.287391019	6540	7322967
FBtr0174889	male	female	-1.278	0.412366774	6540	7325512
FBtr0174890	male	female	2.2942	4.904819345	6540	7376249
FBtr0174893	male	female	-1.011	0.496202187	6540	7403174
FBtr0174894	male	female	-1.0894	0.469956784	6540	7407504
FBtr0174899	male	female	-1.2746	0.413339745	6540	7433795
FBtr0174900	male	female	-2.7518	0.148465539	6540	7436024
FBtr0174902	male	female	-1.3656	0.388073009	6540	7457940
FBtr0174905	male	female	-0.8225	0.565461224	6540	7502070
FBtr0174910	male	female	-1.0628	0.478702087	6540	7561823
FBtr0174912	male	female	-1.9265	0.263066601	6540	7576846
FBtr0174914	male	female	0.938	1.915870436	6540	7579620
FBtr0174916	male	female	-1.178	0.441963766	6540	7582881
FBtr0174917	male	female	-0.9765	0.508211174	6540	7629619
FBtr0174918	male	female	0.8852	1.847020655	6540	7648783
FBtr0174920	male	female	0.631	1.548638056	6540	7653601
FBtr0174921	male	female	-2.5793	0.16732211	6540	7655354
FBtr0174923	male	female	-0.7794	0.582609043	6540	7671674
FBtr0174924	male	female	-0.9547	0.515948867	6540	7677533
FBtr0174927	male	female	-1.651	0.318419369	6540	7712794
FBtr0174928	male	female	-0.8647	0.54916059	6540	7721304
FBtr0174929	male	female	-1.7074	0.306211421	6540	7737451
FBtr0174931	male	female	-0.7826	0.581318207	6540	7747516
FBtr0174933	male	female	-1.7966	0.287852171	6540	7751404
FBtr0174935	male	female	-1.6855	0.310895147	6540	7762860
FBtr0174942	male	female	4.2172	18.59960399	6540	7946351
FBtr0174943	male	female	-0.8158	0.568093381	6540	7948276
FBtr0174945	male	female	3.4556	10.97082413	6540	8007536
FBtr0174949	male	female	-1.4918	0.355568642	6540	8222741
FBtr0174951	male	female	-1.6955	0.308747637	6540	8232152
FBtr0174953	male	female	-0.6331	0.64478943	6540	8245687
FBtr0174954	male	female	-0.6764	0.625724718	6540	8255478
FBtr0174956	male	female	-1.0924	0.468980551	6540	8285893
FBtr0174957	male	female	0.7355	1.664974406	6540	8300936
FBtr0174958	male	female	1.4349	2.703634258	6540	8306840
FBtr0174960	male	female	-1.1534	0.449564493	6540	8347713
FBtr0174961	male	female	2.0588	4.166396091	6540	8417323
FBtr0174962	male	female	1.639	3.114498764	6540	8495040
FBtr0174965	male	female	3.9402	15.35035377	6540	8553783
FBtr0174968	male	female	-0.6346	0.644119378	6540	8650462
FBtr0174970	male	female	2.0017	4.004716179	6540	8693290
FBtr0174971	male	female	-1.3427	0.394282067	6540	8703354
FBtr0174975	male	female	3.4268	10.75398903	6540	8774565
FBtr0174976	male	female	4.9192	30.25706196	6540	8774882
FBtr0174981	male	female	-0.9847	0.505330793	6540	9022459
FBtr0174986	male	female	-3.4545	0.091220381	6540	9044241
FBtr0174988	male	female	0.7246	1.652442418	6540	9059528
FBtr0174989	male	female	-1.8079	0.285606358	6540	9065093
FBtr0174993	male	female	1.4982	2.824900396	6540	9131593
